CODIGO,CURSO,DEP,SECCION,TIPO,DIA,HORA,AULA,DOCENTE,CICLO
EE420,CIRCUITOS ELECTRICOS II                                                                           ,L1,N,P,MI,08:00-10:00,VIRTUAL,"RAMOS CARRION, JORGE",5
EE420,CIRCUITOS ELECTRICOS II                                                                           ,L1,N,L,VI,14:00-16:00,LAB L1,NN,5
EE420,CIRCUITOS ELECTRICOS II                                                                           ,L1,O,T,MI,08.00-11:00,VIRTUAL,"BETETTA GOMEZ, JUDITH",5
EE420,CIRCUITOS ELECTRICOS II                                                                           ,L1,O,P,MA,10:00-12:00,VIRTUAL,"BETETTA GOMEZ, JUDITH",5
EE420,CIRCUITOS ELECTRICOS II                                                                           ,L1,O,L,VI,12:00-14:00,LAB L1,nn,5
EE420,CIRCUITOS ELECTRICOS II                                                                           ,L1,P,T,MI,18:00-21:00,VIRTUAL,"ROCHA JARA, ALFREDO",5
EE420,CIRCUITOS ELECTRICOS II                                                                           ,L1,P,P,LU,18:00-20:00,VIRTUAL,"ROCHA JARA, ALFREDO",5
EE420,CIRCUITOS ELECTRICOS II                                                                           ,L1,P,L,MA,10:00-12:00,LAB L1,"ROCHA JARA, ALFREDO",5
EE420,CIRCUITOS ELECTRICOS II                                                                           ,L1,Q,T,LU,15:00-18:00,VIRTUAL,"ROCHA JARA, ALFREDO",5
EE420,CIRCUITOS ELECTRICOS II                                                                           ,L1,Q,P,MI,16:00-18:00,VIRTUAL,"ROCHA JARA, ALFREDO",5
EE420,CIRCUITOS ELECTRICOS II                                                                           ,L1,Q,L,MA,08:00-10:00,LAB L1,"ROCHA JARA, ALFREDO",5
EE428,LABORATORIO DE ELECTRONICA I,L2,M,L,JU,11:00-13:00,LAB L2,"ALBURQUEQUE GUERRERO, ANGEL",5
EE428,LABORATORIO DE ELECTRONICA I,L2,N,L,JU,08:00-10:00,LAB L2,"ALBURQUEQUE GUERRERO, ANGEL",5
EE428,LABORATORIO DE ELECTRONICA I,L2,O,L,LU,20:00-22:00,LAB L2,NN,5
EE428,LABORATORIO DE ELECTRONICA I,L2,P,L,MA,08:00-10:00,LAB L2,"ALBURQUEQUE GUERRERO, ANGEL",5
EE428,LABORATORIO DE ELECTRONICA I,L2,Q,L,MA,20:00-22:00,LAB L2,NN,5
EE428,LABORATORIO DE ELECTRONICA I,L2,R,L,LU,10:00-12:00,LAB L2,"ROMERO FUENTES, VIRGINIA",5
EE428,LABORATORIO DE ELECTRONICA I,L2,S,L,LU,12:00-14:00,LAB L2,"ROMERO FUENTES, VIRGINIA",5
EE522,ELECTROMAGNETISMO I                                                                               ,L2,M,T,VI,15::00-18:00,VIRTUAL,"DELGADO LEON, MIGUEL",5
EE522,ELECTROMAGNETISMO I                                                                               ,L2,M,P,LU,08:00-10:00,VIRTUAL,"PEÑA YALICO, VICENTE",5
EE522,ELECTROMAGNETISMO I                                                                               ,L2,N,T,MA,08:00-11:00,VIRTUAL,"PEÑA YALICO, VICENTE",5
EE522,ELECTROMAGNETISMO I                                                                               ,L2,N,P,VI,16:00-18:00,VIRTUAL,"PEÑA YALICO, VICENTE",5
EE522,ELECTROMAGNETISMO I                                                                               ,L2,O,T,LU,09:00-12:00,VIRTUAL,"DELGADO LEON, MIGUEL",5
EE522,ELECTROMAGNETISMO I                                                                               ,L2,O,P,JU,10.00-12:00,VIRTUAL,"MEDINA RAMIREZ, JOSE AGUSTIN",5
EE522,ELECTROMAGNETISMO I                                                                               ,L2,P,T,LU,09.00 - 12:00,VIRTUAL,"MEDINA RAMIREZ, JOSE AGUSTIN",5
EE522,ELECTROMAGNETISMO I                                                                               ,L2,P,P,JU,14:00-16:00,VIRTUAL,"MEDINA RAMIREZ, JOSE AGUSTIN",5
EE647,SISTEMAS DE CONTROL I                                                                         ,L2,M,T,VI,19:00-22:00,VIRTUAL,"AQUIZE PALACIOS, RUBEN",5
EE647,SISTEMAS DE CONTROL I                                                                         ,L2,M,P,MA,16:00-18:00,VIRTUAL,"AQUIZE PALACIOS, RUBEN",5
EE647,SISTEMAS DE CONTROL I                                                                         ,L2,N,T,LU,14:00-17:00,VIRTUAL,"MERCHAN GORDILLO, FERNANDO",5
EE647,SISTEMAS DE CONTROL I                                                                         ,L2,N,P,MA,20:00-22:00,VIRTUAL,"VALENZUELA DE LA CRUZ, BASILIO",5
EE647,SISTEMAS DE CONTROL I                                                                         ,L2,O,T,VI,14:00-17:00,VIRTUAL,"MERCHAN GORDILLO, FERNANDO",5
EE647,SISTEMAS DE CONTROL I                                                                         ,L2,O,P,JU,17:00-19:00,VIRTUAL,"CARBONEL OLAZABAL, DANIEL",5
EE647,SISTEMAS DE CONTROL I                                                                         ,L2,P,T,MI,08:00-11:00,VIRTUAL,"MERCHAN GORDILLO, FERNANDO",5
EE647,SISTEMAS DE CONTROL I                                                                         ,L2,P,P,MA,18:00-20:00,VIRTUAL,"VALENZUELA DE LA CRUZ, BASILIO",5
EE647,SISTEMAS DE CONTROL I                                                                         ,L2,Q,T,MI,15:00-18:00,VIRTUAL,"MERCHAN GORDILLO, FERNANDO",5
EE647,SISTEMAS DE CONTROL I                                                                         ,L2,Q,P,MI,20:00-22:00,VIRTUAL,"VALENZUELA DE LA CRUZ, BASILIO",5
BFM17,FUNDAMENTOS DE TURBOMAQUINAS                            ,L1,M,T,VI,14:00-16:00,VIRTUAL,"VELAZCO LORENZO, DINAU",6
BFM17,FUNDAMENTOS DE TURBOMAQUINAS                            ,L1,M,P,VI,16:00-18:00,VIRTUAL,"VELAZCO LORENZO, DINAU",6
BMA20,ALGORITMOS Y ESTRUCTURAS DE DATOS II,CB,M,T,SA,08:00-10:00,VIRTUAL,"ROJAS VILLANUEVA, UWE",6
BMA20,ALGORITMOS Y ESTRUCTURAS DE DATOS II,CB,M,L,SA,10:00-12:00,LIFIEE,"ROJAS VILLANUEVA, UWE",6
BMA20,ALGORITMOS Y ESTRUCTURAS DE DATOS II,CB,N,T,MI,16:00-18:00,VIRTUAL,NN,6
BMA20,ALGORITMOS Y ESTRUCTURAS DE DATOS II,CB,N,L,MI,18:00-20:00,LIFIEE,NN,6
CIB12,APRENDIZAJE DE MAQUINA Y MINERIA DE DATOS,CB,M,T,MI,14:00-16:00,VIRTUAL,"PIZAN TOSCANO, LUPE NERIDA",6
CIB12,APRENDIZAJE DE MAQUINA Y MINERIA DE DATOS,CB,M,P,VI,16:00-18:00,VIRTUAL,"PIZAN TOSCANO, LUPE NERIDA",6
CIB12,APRENDIZAJE DE MAQUINA Y MINERIA DE DATOS,CB,N,T,MI,10:00-12:00,VIRTUAL,"PIZAN TOSCANO, LUPE NERIDA",6
CIB12,APRENDIZAJE DE MAQUINA Y MINERIA DE DATOS,CB,N,P,VI,14:00-16:00,VIRTUAL,"PIZAN TOSCANO, LUPE NERIDA",6
EE238,MEDIDAS ELECTRICAS I,L1,M,T,MA,08:00-10:00,VIRTUAL,nn,6
EE238,MEDIDAS ELECTRICAS I,L1,M,L,JU,11:00-13:00,LAB L1,"VENTOSILLA ZEVALLOS, MOISES ODAVIO",6
EE288,MÁQUINAS ELÉCTRICAS I,L1,M,T,MA,10:00-13:00,VIRTUAL,"CACERES CARDENAS, FELIX VICTOR",6
EE288,MÁQUINAS ELÉCTRICAS I,L1,M,P,JU,09:00 - 11:00,VIRTUAL,"CACERES CARDENAS, FELIX VICTOR",6
EE288,MÁQUINAS ELÉCTRICAS I,L1,N,T,MA,10:00-13:00,VIRTUAL,"GUTIERREZ  PAUCAR , AGUSTIN",6
EE288,MÁQUINAS ELÉCTRICAS I,L1,N,P,JU,16:00-18:00,VIRTUAL,"GUTIERREZ  PAUCAR , AGUSTIN",6
EE353,ANALISIS DE SISTEMAS DE POTENCIA I,L1,M,T,MI,14:00-17:00,VIRTUAL,"VENTOSILLA ZEVALLOS, MOISES ODAVIO",6
EE353,ANALISIS DE SISTEMAS DE POTENCIA I,L1,M,P,MI,17:00-19:00,VIRTUAL,"VENTOSILLA ZEVALLOS, MOISES ODAVIO",6
EE353,ANALISIS DE SISTEMAS DE POTENCIA I,L1,N,T,MI,14:00-17:00,VIRTUAL,"ÑAUPARI HUATUCO, DIONICIO ZOCIMO",6
EE353,ANALISIS DE SISTEMAS DE POTENCIA I,L1,N,P,LU,20.00-22:00,VIRTUAL,"BAUTISTA RIOS, JUAN PABLO",6
BIE01,IDIOMA EXTRANJERO O LENGUA NATIVA EN EL NIVEL NTERMEDIO,CB,M,T,SA,08:00-10:00,VIRTUAL,"FERNANDEZ MALPARTIDA, WALTER MIGUEL",6
BIE01,IDIOMA EXTRANJERO O LENGUA NATIVA EN EL NIVEL NTERMEDIO,CB,M,T,SA,12.00-14:00,VIRTUAL,"FERNANDEZ MALPARTIDA, WALTER MIGUEL",6
EE430,SISTEMAS DE COMUNICACIONES I ,L2-L3,M,T,LU,14:00-16:00,VIRTUAL,"PERALTA ALFEREZ, FRANS",6
EE430,SISTEMAS DE COMUNICACIONES I ,L2-L3,M,P,VI,18:00-20:00,VIRTUAL,JIMENEZ HEREDIA ELADIO ,6
EE430,SISTEMAS DE COMUNICACIONES I ,L2-L3,M,L,JU,14:00-16:00,LAB L3,"ROMERO FUENTES, VIRGINIA",6
EE430,SISTEMAS DE COMUNICACIONES I ,L2-L3,N,T,VI,16:00-18:00,VIRTUAL,"PERALTA ALFEREZ, FRANS",6
EE430,SISTEMAS DE COMUNICACIONES I ,L2-L3,N,P,VI,20:00-22:00,VIRTUAL,JIMENEZ HEREDIA ELADIO ,6
EE430,SISTEMAS DE COMUNICACIONES I ,L2-L3,N,L,MA,10:00-12:00,LAB L3,"ROMERO FUENTES, VIRGINIA",6
EE430,SISTEMAS DE COMUNICACIONES I ,L2-L3,O,T,LU,19:00-21:00,VIRTUAL,JIMENEZ HEREDIA ELADIO ,6
EE430,SISTEMAS DE COMUNICACIONES I ,L2-L3,O,P,MI,18:00-20:00,VIRTUAL,JIMENEZ HEREDIA ELADIO ,6
EE430,SISTEMAS DE COMUNICACIONES I ,L2-L3,O,L,MA,18:00-20:00,LAB L3,JIMENEZ HEREDIA ELADIO ,6
EE438,DISPOSITIVOS Y CIRCUITOS ELECTRÓNICOS II                          ,L2-L3,M,T,MI,10:00-13:00,VIRTUAL,"LOPEZ ARAMBURU, FERNANDO",6
EE438,DISPOSITIVOS Y CIRCUITOS ELECTRÓNICOS II                          ,L2-L3,M,P,VI,08:00-10:00,VIRTUAL,"LOPEZ ARAMBURU, FERNANDO",6
EE438,DISPOSITIVOS Y CIRCUITOS ELECTRÓNICOS II                          ,L2-L3,N,T,VI,10:00-13:00,VIRTUAL,"LOPEZ ARAMBURU, FERNANDO",6
EE438,DISPOSITIVOS Y CIRCUITOS ELECTRÓNICOS II                          ,L2-L3,N,P,SA,08:00-10:00,VIRTUAL,"LOPEZ ARAMBURU, FERNANDO",6
EE438,DISPOSITIVOS Y CIRCUITOS ELECTRÓNICOS II                          ,L2-L3,O,T,MI,10.00-13:00,VIRTUAL,"NUÑEZ CARRILLO, RICARDO",6
EE438,DISPOSITIVOS Y CIRCUITOS ELECTRÓNICOS II                          ,L2-L3,O,P,SA,10:00-12:00,VIRTUAL,"LOPEZ ARAMBURU, FERNANDO",6
EE449,INTRODUCCION A LA INGENIERIA BIOMEDICA,L2-L3,M,T,MA,18:00-20:00,VIRTUAL,"ROMERO GOYTENDIA, LUIS",6
EE449,INTRODUCCION A LA INGENIERIA BIOMEDICA,L2-L3,M,P,JU,18:00-20:00,VIRTUAL,"ROMERO GOYTENDIA, LUIS",6
EE458,LABORATORIO DE ELECTRONICA II,L2-L3,M,L,JU,08:00-10:00,LAB L2,"FLORES ATOCHE, BEAU",6
EE458,LABORATORIO DE ELECTRONICA II,L2-L3,N,L,JU,14:00-16:00,LAB L2,"FLORES ATOCHE, BEAU",6
EE458,LABORATORIO DE ELECTRONICA II,L2-L3,O,L,MA,10:00-12:00,LAB L2,"ALBURQUEQUE GUERRERO, ANGEL",6
EE458,LABORATORIO DE ELECTRONICA II,L2-L3,P,L,MA,14:00-16:00,LAB L2,"ALBURQUEQUE GUERRERO, ANGEL",6
EE458,LABORATORIO DE ELECTRONICA II,L2-L3,Q,L,MA,14:00-16:00,LAB L2,"ROMERO FUENTES, VIRGINIA",6
EE458,LABORATORIO DE ELECTRONICA II,L2-L3,R,L,MA,16:00-18:00,LAB L2,"MENDOZA CARDENAS, FREDY",6
EE458,LABORATORIO DE ELECTRONICA II,L2-L3,S,L,MA,12:00-14:00,LAB L2,"NUÑEZ CARRILLO, RICARDO",6
EE458,LABORATORIO DE ELECTRONICA II,L2-L4,T,L,LU,08:00 - 10:00,LAB L2,NN,6
EE588,ELECTROMAGNETISMO II                                                              ,L2-L3,M,T,LU,16:00-19:00,VIRTUAL,"DELGADO LEON, MIGUEL",6
EE588,ELECTROMAGNETISMO II                                                              ,L2-L3,M,P,MI,16:00-18:00,VIRTUAL,"DELGADO LEON, MIGUEL",6
EE588,ELECTROMAGNETISMO II                                                              ,L2-L3,N,T,VI,14:00-17:00,VIRTUAL,"CAJAHUARINGA CAMACO, ARMANDO",6
EE588,ELECTROMAGNETISMO II                                                              ,L2-L3,N,P,JU,18:00-20:00,VIRTUAL,NN,6
EE588,ELECTROMAGNETISMO II                                                              ,L2-L3,O,T,SA,08:00-11:00,VIRTUAL,"ALVAREZ MONTOYA, JUAN",6
EE588,ELECTROMAGNETISMO II                                                              ,L2-L3,O,P,MI,20:00-22:00,VIRTUAL,NN,6
EE588,ELECTROMAGNETISMO II                                                              ,L2-L4,P,T,SA,11:00 - 14:00,VIRTUAL,"ALVAREZ MONTOYA, JUAN",6
EE588,ELECTROMAGNETISMO II                                                              ,L2-L5,P,P,JU,20:00-22:00,VIRTUAL,"ALVAREZ MONTOYA, JUAN",6
EE604,INTRODUCCION A MICROCONTROLADORES,L2-L3,M,T,MA,13:00-15:00,VIRTUAL,"ESTRADA MONTES, JOSE ALFREDO",6
EE604,INTRODUCCION A MICROCONTROLADORES,L2-L3,M,L,MA,15:00-17:00,VIRTUAL,"ESTRADA MONTES, JOSE ALFREDO",6
EE604,INTRODUCCION A MICROCONTROLADORES,L2-L3,N,T,LU,08:00-10:00,VIRTUAL,"GALVEZ LEGUA, MAURICIO PEDRO",6
EE604,INTRODUCCION A MICROCONTROLADORES,L2-L3,N,L,LU,10:00-12:00,VIRTUAL,"GALVEZ LEGUA, MAURICIO PEDRO",6
EE604,INTRODUCCION A MICROCONTROLADORES,L2-L3,O,T,VI,18:00-20:00,VIRTUAL,"BARRIGA HOYLE, JAVIER",6
EE604,INTRODUCCION A MICROCONTROLADORES,L2-L3,O,L,VI,20:00-22:00,VIRTUAL,"BARRIGA HOYLE, JAVIER",6
EE604,INTRODUCCION A MICROCONTROLADORES,L2-L3,P,T,MI,08:00-10:00,VIRTUAL,"MORALES VILLANUEVA, AURELIO",6
EE604,INTRODUCCION A MICROCONTROLADORES,L2-L3,P,L,MI,20:00-22:00,VIRTUAL,"BARRIGA HOYLE, JAVIER",6
EE604,INTRODUCCION A MICROCONTROLADORES,L2-L3,Q,T,LU,08:00-10:00,VIRTUAL,"MORALES VILLANUEVA, AURELIO",6
EE604,INTRODUCCION A MICROCONTROLADORES,L2-L3,Q,L,LU,10:00-12:00,VIRTUAL,"MORALES VILLANUEVA, AURELIO",6
EE604,INTRODUCCION A MICROCONTROLADORES,L2-L3,R,T,JU,16:00-18:00,VIRTUAL,"ESTRADA MONTES, JOSE ALFREDO",6
EE604,INTRODUCCION A MICROCONTROLADORES,L2-L3,R,L,JU,18:00-20:00,VIRTUAL,"ESTRADA MONTES, JOSE ALFREDO",6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,M,T,MA,18:00-20:00,VIRTUAL,"CARBONEL OLAZABAL, DANIEL",6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,M,P,MI,08:00-10:00,VIRTUAL,"RAMIREZ HUAMAN, LUIS ENRIQUE",6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,M,L,JU,10:00-12:00,LAB L2,"VALENZUELA DE LA CRUZ, BASILIO",6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,N,T,MI,14:00-16:00,VIRTUAL,"CARBONEL OLAZABAL, DANIEL",6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,N,P,MI,10:00-12:00,VIRTUAL,"RAMIREZ HUAMAN, LUIS ENRIQUE",6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,N,L,JU,16:00-18:00,LAB L2,"VALENZUELA DE LA CRUZ, BASILIO",6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,O,T,LU,16:00-18:00,VIRTUAL,"MACHUCA MINES, JOSE",6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,O,P,VI,08:00-10:00,VIRTUAL,"RAMIREZ HUAMAN, LUIS ENRIQUE",6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,O,L,JU,12:00-14:00,LAB L2,"VALENZUELA DE LA CRUZ, BASILIO",6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,P,T,MI,14:00-16:00,VIRTUAL,"MACHUCA MINES, JOSE",6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,P,P,VI,12:00-14:00,VIRTUAL,"RAMIREZ HUAMAN, LUIS ENRIQUE",6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,P,L,LU,18:00-20:00,LAB L2,NN,6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,Q,T,MI,16:00-18:00,VIRTUAL,"CARBONEL OLAZABAL, DANIEL",6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,Q,P,JU,08:00-10:00,VIRTUAL,"CARBONEL OLAZABAL, DANIEL",6
EE648,SISTEMAS DE CONTROL II                                                                          ,L2-L3,Q,L,SA,14:00-16:00,LAB L2,NN,6
BRN93,REGULACION Y SUPERVISION DEL SECTOR ELECTRICO,L1,M,T,SA,10:00 -12:00,VIRTUAL,"SALVADOR JACOME, LEONCIO JULIO",6
BRN93,REGULACION Y SUPERVISION DEL SECTOR ELECTRICO,L1,M,P,SA,12:00 - 14:00,VIRTUAL,"SALVADOR JACOME, LEONCIO JULIO",6
EE354,ANÁLISIS DE SISTEMAS DE POTENCIA II,L1,M,T,SA,12:00-15:00,VIRTUAL,"KOC RUEDA, JOSE ELMER",7
EE354,ANÁLISIS DE SISTEMAS DE POTENCIA II,L1,M,P,SA,16:00-18:00,VIRTUAL,NN,7
EE354,ANÁLISIS DE SISTEMAS DE POTENCIA II,L1,N,T,VI,15:00-18:00,VIRTUAL,"BEDRIÑANA ARONES, MANFRED FRITZ",7
EE354,ANÁLISIS DE SISTEMAS DE POTENCIA II,L1,N,P,SA,18:00-20:00,VIRTUAL,"BEDRIÑANA ARONES, MANFRED FRITZ",7
EE235,DISEÑO DE MÁQUINAS ELÉCTRICAS I,L1,M,T,JU,13:00-16:00,VIRTUAL,"CARRANZA AREVALO, MANUEL",7
EE239,MEDIDAS ELECTRICAS II,L1,M,T,VI,14:00-16:00,VIRTUAL,"SANDOVAL RODRIGUEZ, ALBERTO",7
EE239,MEDIDAS ELECTRICAS II,L1,M,L,JU,09:00-11:00,LAB L1,"VENTOSILLA ZEVALLOS, MOISES ODAVIO",7
EE239,MEDIDAS ELECTRICAS II,L1,N,T,MI,14:00-16:00,VIRTUAL,"FARFAN LIRA, JOSE ENRIQUE",7
EE239,MEDIDAS ELECTRICAS II,L1,N,L,MA,10:00-12:00,LAB L1,"FARFAN LIRA, JOSE ENRIQUE",7
EE239,MEDIDAS ELECTRICAS II,L1,O,T,MI,20.00-22:00,VIRTUAL,"FARFAN LIRA, JOSE ENRIQUE",7
EE239,MEDIDAS ELECTRICAS II,L1,O,L,JU,14:00-16:00,LAB L1,nn,7
EE241,LABORATORIO DE MÁQUINAS ELÉCTRICAS I,L1,M,L,MA,08:00-10:00,LAB L1,"MEDINA RAMIREZ, JOSE AGUSTIN",7
EE241,LABORATORIO DE MÁQUINAS ELÉCTRICAS I,L1,N,L,MA,12:00-14:00,LAB L1,"MEDINA RAMIREZ, JOSE AGUSTIN",7
EE241,LABORATORIO DE MÁQUINAS ELÉCTRICAS I,L1,O,L,JU,12:00-14:00,LAB L1,"FARFAN LIRA, JOSE ENRIQUE",7
EE298,MÁQUINAS ELÉCTRICAS II,L1,M,T,MA,19:00-22:00,VIRTUAL,"ROJAS MIRANDA, LUIS",7
EE298,MÁQUINAS ELÉCTRICAS II,L1,M,P,JU,18:00-20:00,VIRTUAL,"ROJAS MIRANDA, LUIS",7
EE298,MÁQUINAS ELÉCTRICAS II,L1,N,T,MA,16:00-19:00,VIRTUAL,"ROJAS MIRANDA, LUIS",7
EE298,MÁQUINAS ELÉCTRICAS II,L1,N,P,JU,20:00-22:00,VIRTUAL,"ROJAS MIRANDA, LUIS",7
EE528,CONVERSION DE ENERGIA ELECTROMECANICA                             ,L2,M,T,MA,08:00 -10:00,VIRTUAL,"GUTIERREZ  PAUCAR , AGUSTIN",7
EE528,CONVERSION DE ENERGIA ELECTROMECANICA                             ,L2,M,P,JU,14:00-16:00,VIRTUAL,"GUTIERREZ  PAUCAR , AGUSTIN",7
EE528,CONVERSION DE ENERGIA ELECTROMECANICA                             ,L2,M,L,JU,10:00-12:00,LAB L1,"GUTIERREZ  PAUCAR , AGUSTIN",7
EE528,CONVERSION DE ENERGIA ELECTROMECANICA                             ,L2,N,T,LU,10:00-12:00,VIRTUAL,"GUTIERREZ  PAUCAR , AGUSTIN",7
EE528,CONVERSION DE ENERGIA ELECTROMECANICA                             ,L2,N,P,VI,10:00-12:00,VIRTUAL,"PUICAN VERA, JOSE",7
EE528,CONVERSION DE ENERGIA ELECTROMECANICA                             ,L2,N,L,MA,10.00-12:00,LAB L1,"PUICAN VERA, JOSE",7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,M,T,MI,16:00-19:00,VIRTUAL,"MORENO MARTINEZ, RODOLFO MANUEL",7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,M,P,MA,15:00-17:00,VIRTUAL,"MORENO MARTINEZ, RODOLFO MANUEL",7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,M,L,MA,10:00-12:00,LAB L2,"NUÑEZ CARRILLO, RICARDO",7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,N,T,SA,08:00-11:00,VIRTUAL,"NUÑEZ ZUÑIGA, TERESA ESTHER",7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,N,P,LU,18:00-20:00,VIRTUAL,"NUÑEZ ZUÑIGA, TERESA ESTHER",7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,N,L,LU,16:00-18:00,LAB L2,"NUÑEZ ZUÑIGA, TERESA ESTHER",7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,O,T,VI,12:00-15:00,VIRTUAL,"SAL Y ROSAS CELI, DAMIAN",7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,O,P,MI,12:00-14:00,VIRTUAL,"SAL Y ROSAS CELI, DAMIAN",7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,O,L,MA,12:00-14:00,LAB L2,NN,7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,P,T,VI,16:00-19:00,VIRTUAL,"MORENO MARTINEZ, RODOLFO MANUEL",7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,P,P,LU,10:00 -12:00,VIRTUAL,"NUÑEZ CARRILLO, RICARDO",7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,P,L,JU,10:00 -12:00,LAB L2,"NUÑEZ CARRILLO, RICARDO",7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,Q,T,MI,10.00-13:00,VIRTUAL,"TISZA CONTRERAS, JUAN",7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,Q,P,MI,16:00-18:00,VIRTUAL,"TISZA CONTRERAS, JUAN",7
EE532,ELECTRONICA DE POTENCIA                                                                ,L1-L2,Q,L,MA,14:00-16:00,LAB L2,"RAMIREZ HUAMAN, LUIS ENRIQUE",7
EE467,PROTOCOLOS DE ENRUTAMIENTO Y ARQUITECTURA DE REDES ,L3,M,T,LU,18:00-20:00,VIRTUAL,"DIAZ ATAUCURI, DANIEL",7
EE467,PROTOCOLOS DE ENRUTAMIENTO Y ARQUITECTURA DE REDES,L3,M,L,LU,20:00-22:00,VIRTUAL,"DIAZ ATAUCURI, DANIEL",7
EE467,PROTOCOLOS DE ENRUTAMIENTO Y ARQUITECTURA DE REDES ,L3,N,T,SA,12:00-14:00,VIRTUAL,"DIAZ ATAUCURI, DANIEL",7
EE467,PROTOCOLOS DE ENRUTAMIENTO Y ARQUITECTURA DE REDES ,L3,N,L,SA,14:00-16:00,VIRTUAL,"DIAZ ATAUCURI, DANIEL",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,M,T,LU,16:00-18:00,VIRTUAL,"PERALTA ALFEREZ, FRANS",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,M,P,LU,11:00-13:00,VIRTUAL,"RODRIGUEZ GUTIERREZ, ALFREDO",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,M,L,JU,10:00-12:00,LAB L3,"FLORES ATOCHE, BEAU",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,N,T,VI,18:00-20:00,VIRTUAL,"PERALTA ALFEREZ, FRANS",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,N,P,LU,08:00-10:00,VIRTUAL,"RODRIGUEZ GUTIERREZ, ALFREDO",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,N,L,MA,16:00-18:00,LAB L3,"FLORES ATOCHE, BEAU",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,O,T,LU,18:00 - 20:00,VIRTUAL,"PERALTA ALFEREZ, FRANS",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,O,P,LU,14:00-16:00,VIRTUAL,"RODRIGUEZ GUTIERREZ, ALFREDO",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,O,L,MA,10:00-12:00,LAB L3,"RODRIGUEZ GUTIERREZ, ALFREDO",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,P,T,LU,20:00-22:00,VIRTUAL,"CORDOVA BERNUY, VICTOR",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,P,P,VI,16:00-18:00,VIRTUAL,"CORDOVA BERNUY, VICTOR",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,P,L,JU,16:00-18:00,LAB L3,"CORDOVA BERNUY, VICTOR",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,Q,T,MI,14:00-16:00,VIRTUAL,"PERALTA ALFEREZ, FRANS",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,Q,P,MA,14:00-16:00,VIRTUAL,"RODRIGUEZ GUTIERREZ, ALFREDO",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,Q,L,MA,08:00-10:00,LAB L3,"RODRIGUEZ GUTIERREZ, ALFREDO",7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,R,T,LU,19:00-21:00,VIRTUAL,NN,7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,R,P,VI,20:00-22:00,VIRTUAL,NN,7
EE530,SISTEMAS DE COMUNICACIONES II                         ,L2-L3,R,L,JU,20.00-22:00,LAB L3,NN,7
